The Verifier - November 2024. Data as of June 4, 2025.
FIPS code,State,Jurisdiction,Registered Voters,Precincts,Voting Location,All Mail Ballot?,Election Day Marking Method,Election Day Tabulation
"5512924600","Wisconsin","Town of Evergreen (Washburn County)","832","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512928025","Wisconsin","Town of Frog Creek (Washburn County)","104","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512931825","Wisconsin","Town of Gull Lake (Washburn County)","153","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512945650","Wisconsin","Town of Long Lake (Washburn County)","522","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512947025","Wisconsin","Town of Madge (Washburn County)","425","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512953250","Wisconsin","Village of Minong (Washburn County)","320","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512953275","Wisconsin","Town of Minong (Washburn County)","820","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512971637","Wisconsin","Town of Sarona (Washburn County)","294","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512973200","Wisconsin","City of Shell Lake (Washburn County)","885","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5512975625","Wisconsin","City of Spooner (Washburn County)","1327","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512975650","Wisconsin","Town of Spooner (Washburn County)","589","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512975800","Wisconsin","Town of Springbrook (Washburn County)","337","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512977350","Wisconsin","Town of Stinnett (Washburn County)","148","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512977650","Wisconsin","Town of Stone Lake (Washburn County)","367","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5512980450","Wisconsin","Town of Trego (Washburn County)","721","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513100425","Wisconsin","Town of Addison (Washington County)","2353","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513105050","Wisconsin","Town of Barton (Washington County)","2037","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513124225","Wisconsin","Town of Erin (Washington County)","3065","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513125375","Wisconsin","Town of Farmington (Washington County)","2708","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513128875","Wisconsin","Village of Germantown (Washington County)","14737","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513128900","Wisconsin","Town of Germantown (Washington County)","185","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513133000","Wisconsin","City of Hartford (Washington County)","10058","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513133025","Wisconsin","Town of Hartford (Washington County)","2560","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513137675","Wisconsin","Village of Jackson (Washington County)","5471","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513137700","Wisconsin","Town of Jackson (Washington County)","2936","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513139300","Wisconsin","Village of Kewaskum (Washington County)","2843","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513139325","Wisconsin","Town of Kewaskum (Washington County)","838","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513156450","Wisconsin","Village of Newburg (Washington County)","769","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513163875","Wisconsin","Town of Polk (Washington County)","3073","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513167475","Wisconsin","Village of Richfield (Washington County)","9223","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513174400","Wisconsin","Village of Slinger (Washington County)","4407","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513180575","Wisconsin","Town of Trenton (Washington County)","3553","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513184900","Wisconsin","Town of Wayne (Washington County)","1675","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513185350","Wisconsin","City of West Bend (Washington County)","19090","8","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513185375","Wisconsin","Town of West Bend (Washington County)","3684","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513307200","Wisconsin","Village of Big Bend (Waukesha County)","1064","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513310025","Wisconsin","City of Brookfield (Waukesha County)","29477","22","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513310050","Wisconsin","Town of Brookfield (Waukesha County)","4964","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513311475","Wisconsin","Village of Butler (Waukesha County)","1071","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513314225","Wisconsin","Village of Chenequa (Waukesha County)","448","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513319400","Wisconsin","City of Delafield (Waukesha County)","5565","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513319425","Wisconsin","Town of Delafield (Waukesha County)","6638","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513320550","Wisconsin","Village of Dousman (Waukesha County)","1677","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513321425","Wisconsin","Village of Eagle (Waukesha County)","1575","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513321450","Wisconsin","Town of Eagle (Waukesha County)","2736","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513323575","Wisconsin","Village of Elm Grove (Waukesha County)","4911","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513328487","Wisconsin","Town of Genesee (Waukesha County)","5523","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513333100","Wisconsin","Village of Hartland (Waukesha County)","6672","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513340750","Wisconsin","Village of Lac La Belle (Waukesha County)","255","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513342450","Wisconsin","Village of Lannon (Waukesha County)","1377","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513344847","Wisconsin","Village of Lisbon (Waukesha County)","8165","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513351000","Wisconsin","Village of Menomonee Falls (Waukesha County)","28084","26","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513351375","Wisconsin","Village of Merton (Waukesha County)","2575","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513351400","Wisconsin","Town of Merton (Waukesha County)","6476","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513355050","Wisconsin","Village of Mukwonago (Waukesha County)","5728","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513355075","Wisconsin","Town of Mukwonago (Waukesha County)","5851","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513355275","Wisconsin","City of Muskego (Waukesha County)","18462","10","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513355550","Wisconsin","Village of Nashotah (Waukesha County)","1021","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513356375","Wisconsin","City of New Berlin (Waukesha County)","29716","21","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513358400","Wisconsin","Village of North Prairie (Waukesha County)","1602","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513359250","Wisconsin","City of Oconomowoc (Waukesha County)","13934","4","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513359275","Wisconsin","Town of Oconomowoc (Waukesha County)","6821","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513359300","Wisconsin","Village of Oconomowoc Lake (Waukesha County)","451","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513360700","Wisconsin","Town of Ottawa (Waukesha County)","2895","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513362240","Wisconsin","City of Pewaukee (Waukesha County)","11780","3","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513362250","Wisconsin","Village of Pewaukee (Waukesha County)","5442","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513378375","Wisconsin","Village of Summit (Waukesha County)","4247","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513378750","Wisconsin","Village of Sussex (Waukesha County)","8701","5","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513382575","Wisconsin","Village of Vernon (Waukesha County)","5830","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513383175","Wisconsin","Village of Wales (Waukesha County)","2150","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513384250","Wisconsin","City of Waukesha (Waukesha County)","43209","52","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513384275","Wisconsin","Village of Waukesha (Waukesha County)","6464","2","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Optical Scan",
"5513505625","Wisconsin","Town of Bear Creek (Waupaca County)","492","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5513507250","Wisconsin","Village of Big Falls (Waupaca County)","45","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5513512000","Wisconsin","Town of Caledonia (Waupaca County)","1197","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513515725","Wisconsin","City of Clintonville (Waupaca County)","2148","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513519025","Wisconsin","Town of Dayton (Waupaca County)","1861","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513521200","Wisconsin","Town of Dupont (Waupaca County)","388","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513523850","Wisconsin","Village of Embarrass (Waupaca County)","189","1","Assigned Polling Place","No","Hand marked paper ballots and DREs with VVPAT","Hand Count, Optical Scan, and DRE",
"5513525400","Wisconsin","Town of Farmington (Waupaca County)","2452","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513527800","Wisconsin","Village of Fremont (Waupaca County)","513","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513527850","Wisconsin","Town of Fremont (Waupaca County)","476","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
"5513532925","Wisconsin","Town of Harrison (Waupaca County)","309","1","Assigned Polling Place","No","Hand marked paper ballots and BMDs","Hand Count, Optical Scan, and DRE",
